#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;01/01/2000
#Version;01.002-02.430-03.730
#Serial No.;100329

#Mode;Unlimited
#Logging Interval[s];0.1
#Specified Logging Count;-----
#Specified Logging Time[s];-----

#Start Time;00:01:39
#Stop Time;00:09:00

#Actual Count;4419

URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp;Time
237.47;0.964;1.24E+02;49.972;300;20;2.29E+02;1.93E+02;0.54;1.83;02:09.3;30.3
237.46;0.977;1.25E+02;49.971;300;20;2.32E+02;1.96E+02;0.539;1.82;02:09.4;30.4
237.45;0.96;1.23E+02;49.971;300;20;2.28E+02;1.92E+02;0.54;1.82;02:09.5;30.5
237.46;0.982;1.26E+02;49.971;300;20;2.33E+02;1.96E+02;0.54;1.83;02:09.6;30.6
237.51;0.978;1.26E+02;49.971;300;20;2.32E+02;1.95E+02;0.54;1.83;02:09.7;30.7
237.48;0.974;1.25E+02;49.971;300;20;2.31E+02;1.95E+02;0.54;1.84;02:09.8;30.8
237.48;0.966;1.24E+02;49.972;300;20;2.29E+02;1.93E+02;0.54;1.84;02:09.9;30.9
237.48;0.974;1.25E+02;49.972;300;20;2.31E+02;1.95E+02;0.54;1.84;02:10.0;31
237.48;0.975;1.25E+02;49.972;300;20;2.32E+02;1.95E+02;0.541;1.84;02:10.1;31.1
237.46;0.969;1.24E+02;49.972;300;20;2.30E+02;1.94E+02;0.54;1.84;02:10.2;31.2
237.42;0.966;1.24E+02;49.972;300;20;2.29E+02;1.93E+02;0.54;1.86;02:10.3;31.3
237.46;0.971;1.25E+02;49.972;300;20;2.31E+02;1.94E+02;0.541;1.85;02:10.4;31.4
237.44;0.976;1.25E+02;49.973;300;20;2.32E+02;1.95E+02;0.541;1.82;02:10.5;31.5
237.42;0.966;1.24E+02;49.973;300;20;2.29E+02;1.93E+02;0.541;1.83;02:10.6;31.6
237.47;0.977;1.25E+02;49.974;300;20;2.32E+02;1.95E+02;0.54;1.83;02:10.7;31.7
237.5;0.969;1.24E+02;49.973;300;20;2.30E+02;1.94E+02;0.541;1.83;02:10.8;31.8
237.52;0.977;1.25E+02;49.973;300;20;2.32E+02;1.95E+02;0.54;1.83;02:10.9;31.9
237.51;0.975;1.25E+02;49.974;300;20;2.32E+02;1.95E+02;0.54;1.84;02:11.0;32
237.52;0.982;1.26E+02;49.974;300;20;2.33E+02;1.97E+02;0.539;1.85;02:11.1;32.1
237.5;0.985;1.26E+02;49.973;300;20;2.34E+02;1.97E+02;0.538;1.83;02:11.2;32.2
237.54;0.977;1.25E+02;49.974;300;20;2.32E+02;1.96E+02;0.539;1.84;02:11.3;32.3
237.51;0.966;1.24E+02;49.974;300;20;2.30E+02;1.93E+02;0.539;1.84;02:11.4;32.4
237.47;0.764;9.83E+01;49.974;300;20;1.81E+02;1.52E+02;0.542;1.84;02:11.5;32.5
237.44;0.868;1.11E+02;49.974;300;20;2.06E+02;1.74E+02;0.54;1.83;02:11.6;32.6
237.47;0.972;1.25E+02;49.974;300;20;2.31E+02;1.94E+02;0.54;1.85;02:11.7;32.7
237.47;0.976;1.25E+02;49.975;300;20;2.32E+02;1.95E+02;0.54;1.86;02:11.8;32.8
237.48;0.97;1.25E+02;49.975;300;20;2.30E+02;1.94E+02;0.54;1.86;02:11.9;32.9
237.46;0.979;1.26E+02;49.974;300;20;2.33E+02;1.96E+02;0.541;1.87;02:12.0;33
237.47;0.974;1.25E+02;49.974;300;20;2.31E+02;1.95E+02;0.541;1.86;02:12.1;33.1
237.44;0.982;1.26E+02;49.975;300;20;2.33E+02;1.96E+02;0.539;1.86;02:12.2;33.2
237.37;0.966;1.24E+02;49.975;300;20;2.29E+02;1.93E+02;0.54;1.87;02:12.3;33.3
237.44;0.998;1.28E+02;49.974;300;20;2.37E+02;1.99E+02;0.541;1.84;02:12.4;33.4
237.44;0.994;1.28E+02;49.974;300;20;2.36E+02;1.99E+02;0.54;1.85;02:12.5;33.5
237.43;0.974;1.25E+02;49.974;300;20;2.31E+02;1.95E+02;0.539;1.85;02:12.6;33.6
237.47;0.981;1.26E+02;49.974;300;20;2.33E+02;1.96E+02;0.54;1.85;02:12.7;33.7
237.43;0.975;1.25E+02;49.974;300;20;2.32E+02;1.95E+02;0.538;1.83;02:12.8;33.8
237.38;0.985;1.26E+02;49.974;300;20;2.34E+02;1.97E+02;0.539;1.85;02:12.9;33.9
237.4;0.978;1.25E+02;49.976;300;20;2.32E+02;1.96E+02;0.54;1.84;02:13.0;34
237.36;0.977;1.25E+02;49.976;300;20;2.32E+02;1.95E+02;0.539;1.84;02:13.1;34.1
237.35;0.988;1.26E+02;49.977;300;20;2.35E+02;1.98E+02;0.538;1.83;02:13.2;34.2
237.37;0.986;1.26E+02;49.977;300;20;2.34E+02;1.97E+02;0.538;1.83;02:13.3;34.3
237.38;0.984;1.26E+02;49.977;300;20;2.34E+02;1.97E+02;0.539;1.83;02:13.4;34.4
237.35;0.993;1.27E+02;49.977;300;20;2.36E+02;1.99E+02;0.539;1.85;02:13.5;34.5
237.35;0.986;1.26E+02;49.977;300;20;2.34E+02;1.97E+02;0.54;1.83;02:13.6;34.6
237.44;0.986;1.26E+02;49.977;300;20;2.34E+02;1.97E+02;0.539;1.85;02:13.7;34.7
237.38;0.981;1.26E+02;49.977;300;20;2.33E+02;1.96E+02;0.539;1.81;02:13.8;34.8
237.4;0.986;1.26E+02;49.976;300;20;2.34E+02;1.97E+02;0.539;1.82;02:13.9;34.9
237.4;0.988;1.27E+02;49.976;300;20;2.35E+02;1.98E+02;0.54;1.84;02:14.0;35
237.4;0.977;1.25E+02;49.975;300;20;2.32E+02;1.95E+02;0.539;1.83;02:14.1;35.1
237.4;0.989;1.27E+02;49.976;300;20;2.35E+02;1.98E+02;0.539;1.81;02:14.2;35.2
237.37;0.982;1.25E+02;49.974;300;20;2.33E+02;1.97E+02;0.538;1.81;02:14.3;35.3
237.41;0.997;1.28E+02;49.974;300;20;2.37E+02;1.99E+02;0.539;1.8;02:14.4;35.4
237.43;0.981;1.25E+02;49.974;300;20;2.33E+02;1.96E+02;0.539;1.8;02:14.5;35.5
237.39;0.977;1.25E+02;49.974;300;20;2.32E+02;1.96E+02;0.538;1.81;02:14.6;35.6
237.42;0.975;1.25E+02;49.973;300;20;2.32E+02;1.95E+02;0.538;1.81;02:14.7;35.7
237.39;0.982;1.25E+02;49.973;300;20;2.33E+02;1.97E+02;0.538;1.8;02:14.8;35.8
237.43;0.987;1.26E+02;49.973;300;20;2.34E+02;1.98E+02;0.539;1.82;02:14.9;35.9
237.43;0.986;1.26E+02;49.972;300;20;2.34E+02;1.97E+02;0.538;1.83;02:15.0;36
237.44;0.98;1.25E+02;49.973;300;20;2.33E+02;1.96E+02;0.539;1.83;02:15.1;36.1
237.48;0.994;1.27E+02;49.974;300;20;2.36E+02;1.99E+02;0.538;1.81;02:15.2;36.2
237.44;0.984;1.26E+02;49.973;300;20;2.34E+02;1.97E+02;0.538;1.82;02:15.3;36.3
237.46;0.98;1.25E+02;49.973;300;20;2.33E+02;1.96E+02;0.539;1.81;02:15.4;36.4
237.44;0.991;1.27E+02;49.974;300;20;2.35E+02;1.98E+02;0.539;1.81;02:15.5;36.5
237.42;0.976;1.25E+02;49.975;300;20;2.32E+02;1.95E+02;0.539;1.8;02:15.6;36.6
237.43;0.995;1.27E+02;49.974;300;20;2.36E+02;1.99E+02;0.539;1.8;02:15.7;36.7
237.43;0.977;1.25E+02;49.973;300;20;2.32E+02;1.95E+02;0.539;1.8;02:15.8;36.8
237.48;0.823;1.06E+02;49.973;300;20;1.96E+02;1.64E+02;0.541;1.82;02:15.9;36.9
237.47;0.774;9.95E+01;49.973;300;20;1.84E+02;1.55E+02;0.541;1.8;02:16.0;37
237.49;0.772;9.92E+01;49.971;300;20;1.83E+02;1.54E+02;0.541;1.8;02:16.1;37.1
237.46;0.762;9.78E+01;49.971;300;20;1.81E+02;1.52E+02;0.541;1.78;02:16.2;37.2
237.4;0.751;9.63E+01;49.971;300;20;1.78E+02;1.50E+02;0.54;1.79;02:16.3;37.3
237.48;0.754;9.69E+01;49.971;300;20;1.79E+02;1.51E+02;0.542;1.8;02:16.4;37.4
237.49;0.745;9.57E+01;49.971;300;20;1.77E+02;1.49E+02;0.541;1.8;02:16.5;37.5
237.45;0.752;9.65E+01;49.971;300;20;1.79E+02;1.50E+02;0.54;1.78;02:16.6;37.6
237.42;0.748;9.60E+01;49.97;300;20;1.78E+02;1.49E+02;0.541;1.8;02:16.7;37.7
237.43;0.754;9.68E+01;49.971;300;20;1.79E+02;1.51E+02;0.541;1.78;02:16.8;37.8
237.45;0.744;9.56E+01;49.971;300;20;1.77E+02;1.49E+02;0.541;1.79;02:16.9;37.9
237.44;0.753;9.65E+01;49.971;300;20;1.79E+02;1.51E+02;0.54;1.81;02:17.0;38
237.43;0.874;1.12E+02;49.972;300;20;2.08E+02;1.75E+02;0.538;1.8;02:17.1;38.1
237.4;0.981;1.25E+02;49.971;300;20;2.33E+02;1.96E+02;0.538;1.8;02:17.2;38.2
237.41;0.959;1.23E+02;49.971;300;20;2.28E+02;1.92E+02;0.539;1.8;02:17.3;38.3
237.41;0.967;1.24E+02;49.971;300;20;2.30E+02;1.93E+02;0.54;1.81;02:17.4;38.4
237.39;0.961;1.23E+02;49.971;300;20;2.28E+02;1.92E+02;0.54;1.79;02:17.5;38.5
237.38;0.97;1.24E+02;49.971;300;20;2.30E+02;1.94E+02;0.539;1.79;02:17.6;38.6
237.38;0.975;1.25E+02;49.971;300;20;2.32E+02;1.95E+02;0.539;1.8;02:17.7;38.7
237.38;0.963;1.23E+02;49.972;300;20;2.29E+02;1.93E+02;0.538;1.79;02:17.8;38.8
237.4;0.964;1.24E+02;49.972;300;20;2.29E+02;1.93E+02;0.54;1.79;02:17.9;38.9
237.39;0.975;1.25E+02;49.971;300;20;2.31E+02;1.95E+02;0.539;1.79;02:18.0;39
237.42;0.973;1.25E+02;49.971;300;20;2.31E+02;1.95E+02;0.54;1.79;02:18.1;39.1
237.41;0.964;1.23E+02;49.971;300;20;2.29E+02;1.93E+02;0.539;1.79;02:18.2;39.2
237.33;0.964;1.23E+02;49.97;300;20;2.29E+02;1.93E+02;0.538;1.79;02:18.3;39.3
237.41;0.977;1.25E+02;49.97;300;20;2.32E+02;1.95E+02;0.539;1.78;02:18.4;39.4
237.41;0.978;1.25E+02;49.968;300;20;2.32E+02;1.96E+02;0.538;1.79;02:18.5;39.5
237.37;0.97;1.24E+02;49.967;300;20;2.30E+02;1.94E+02;0.538;1.81;02:18.6;39.6
237.4;0.974;1.25E+02;49.967;300;20;2.31E+02;1.95E+02;0.539;1.8;02:18.7;39.7
237.42;0.972;1.24E+02;49.966;300;20;2.31E+02;1.94E+02;0.539;1.8;02:18.8;39.8
237.43;0.975;1.25E+02;49.966;300;20;2.32E+02;1.95E+02;0.539;1.81;02:18.9;39.9
237.45;0.974;1.25E+02;49.966;300;20;2.31E+02;1.95E+02;0.539;1.81;02:19.0;40
237.43;0.974;1.25E+02;49.965;300;20;2.31E+02;1.95E+02;0.539;1.81;02:19.1;40.1
237.43;0.969;1.24E+02;49.965;300;20;2.30E+02;1.94E+02;0.539;1.8;02:19.2;40.2
237.44;0.968;1.24E+02;49.967;300;20;2.30E+02;1.94E+02;0.539;1.79;02:19.3;40.3
237.44;0.973;1.24E+02;49.968;300;20;2.31E+02;1.95E+02;0.539;1.8;02:19.4;40.4
237.44;0.968;1.24E+02;49.969;300;20;2.30E+02;1.94E+02;0.539;1.79;02:19.5;40.5
237.45;0.988;1.27E+02;49.969;300;20;2.35E+02;1.98E+02;0.539;1.8;02:19.6;40.6
237.49;0.956;1.22E+02;49.969;300;20;2.27E+02;1.91E+02;0.539;1.81;02:19.7;40.7
237.5;0.978;1.25E+02;49.969;300;20;2.32E+02;1.96E+02;0.539;1.8;02:19.8;40.8
237.51;0.97;1.24E+02;49.969;300;20;2.30E+02;1.94E+02;0.54;1.79;02:19.9;40.9
237.49;0.971;1.24E+02;49.969;300;20;2.31E+02;1.94E+02;0.539;1.8;02:20.0;41
237.49;0.969;1.24E+02;49.969;300;20;2.30E+02;1.94E+02;0.54;1.81;02:20.1;41.1
237.47;0.973;1.25E+02;49.969;300;20;2.31E+02;1.95E+02;0.539;1.81;02:20.2;41.2
237.42;0.963;1.23E+02;49.968;300;20;2.29E+02;1.93E+02;0.539;1.81;02:20.3;41.3
237.48;0.979;1.25E+02;49.967;300;20;2.33E+02;1.96E+02;0.539;1.8;02:20.4;41.4
237.46;0.97;1.24E+02;49.968;300;20;2.30E+02;1.94E+02;0.539;1.81;02:20.5;41.5
237.42;0.955;1.22E+02;49.967;300;20;2.27E+02;1.91E+02;0.54;1.81;02:20.6;41.6
237.46;0.971;1.24E+02;49.967;300;20;2.31E+02;1.94E+02;0.54;1.81;02:20.7;41.7
237.44;0.971;1.24E+02;49.967;300;20;2.31E+02;1.94E+02;0.539;1.81;02:20.8;41.8
237.49;0.978;1.25E+02;49.967;300;20;2.32E+02;1.96E+02;0.54;1.81;02:20.9;41.9
237.46;0.965;1.24E+02;49.967;300;20;2.29E+02;1.93E+02;0.54;1.81;02:21.0;42
237.45;0.981;1.26E+02;49.968;300;20;2.33E+02;1.96E+02;0.54;1.8;02:21.1;42.1
237.46;0.965;1.24E+02;49.967;300;20;2.29E+02;1.93E+02;0.54;1.8;02:21.2;42.2
237.46;0.973;1.25E+02;49.967;300;20;2.31E+02;1.95E+02;0.54;1.81;02:21.3;42.3
237.49;0.92;1.18E+02;49.967;300;20;2.19E+02;1.84E+02;0.541;1.8;02:21.4;42.4
237.45;0.867;1.11E+02;49.968;300;20;2.06E+02;1.73E+02;0.539;1.8;02:21.5;42.5
237.45;0.969;1.25E+02;49.967;300;20;2.30E+02;1.94E+02;0.541;1.81;02:21.6;42.6
237.44;0.966;1.24E+02;49.968;300;20;2.29E+02;1.93E+02;0.54;1.81;02:21.7;42.7
237.41;0.98;1.26E+02;49.968;300;20;2.33E+02;1.96E+02;0.54;1.81;02:21.8;42.8
237.44;0.982;1.26E+02;49.968;300;20;2.33E+02;1.97E+02;0.538;1.82;02:21.9;42.9
237.43;0.983;1.26E+02;49.967;300;20;2.33E+02;1.97E+02;0.539;1.81;02:22.0;43
237.45;0.983;1.26E+02;49.968;300;20;2.34E+02;1.97E+02;0.539;1.82;02:22.1;43.1
237.45;0.984;1.26E+02;49.968;300;20;2.34E+02;1.97E+02;0.539;1.8;02:22.2;43.2
237.36;0.982;1.25E+02;49.967;300;20;2.33E+02;1.97E+02;0.538;1.82;02:22.3;43.3
237.39;0.992;1.27E+02;49.967;300;20;2.36E+02;1.98E+02;0.539;1.81;02:22.4;43.4
237.4;0.975;1.25E+02;49.967;300;20;2.31E+02;1.95E+02;0.54;1.82;02:22.5;43.5
237.39;0.985;1.26E+02;49.967;300;20;2.34E+02;1.97E+02;0.538;1.82;02:22.6;43.6
237.43;0.978;1.25E+02;49.968;300;20;2.32E+02;1.95E+02;0.539;1.82;02:22.7;43.7
237.42;0.983;1.26E+02;49.967;300;20;2.33E+02;1.97E+02;0.539;1.82;02:22.8;43.8
237.42;0.983;1.26E+02;49.968;300;20;2.33E+02;1.97E+02;0.539;1.8;02:22.9;43.9
237.42;0.977;1.25E+02;49.969;300;20;2.32E+02;1.95E+02;0.539;1.82;02:23.0;44
237.39;0.965;1.24E+02;49.968;300;20;2.29E+02;1.93E+02;0.54;1.82;02:23.1;44.1
237.39;0.991;1.27E+02;49.968;300;20;2.35E+02;1.98E+02;0.538;1.81;02:23.2;44.2
237.42;0.989;1.27E+02;49.969;300;20;2.35E+02;1.98E+02;0.539;1.82;02:23.3;44.3
237.43;0.973;1.25E+02;49.969;300;20;2.31E+02;1.95E+02;0.54;1.82;02:23.4;44.4
237.39;0.983;1.26E+02;49.969;300;20;2.33E+02;1.96E+02;0.54;1.83;02:23.5;44.5
237.38;0.975;1.25E+02;49.97;300;20;2.32E+02;1.95E+02;0.54;1.82;02:23.6;44.6
237.38;0.978;1.25E+02;49.97;300;20;2.32E+02;1.96E+02;0.539;1.83;02:23.7;44.7
237.39;0.98;1.26E+02;49.97;300;20;2.33E+02;1.96E+02;0.54;1.82;02:23.8;44.8
237.42;0.99;1.27E+02;49.971;300;20;2.35E+02;1.98E+02;0.54;1.83;02:23.9;44.9
237.44;0.977;1.25E+02;49.97;300;20;2.32E+02;1.95E+02;0.539;1.82;02:24.0;45
237.42;0.977;1.25E+02;49.972;300;20;2.32E+02;1.96E+02;0.538;1.82;02:24.1;45.1
237.4;0.98;1.25E+02;49.972;300;20;2.33E+02;1.96E+02;0.539;1.83;02:24.2;45.2
237.34;0.97;1.24E+02;49.972;300;20;2.30E+02;1.94E+02;0.538;1.83;02:24.3;45.3
237.42;0.996;1.28E+02;49.972;300;20;2.37E+02;1.99E+02;0.539;1.81;02:24.4;45.4
237.44;0.977;1.25E+02;49.972;300;20;2.32E+02;1.95E+02;0.539;1.82;02:24.5;45.5
237.4;0.98;1.26E+02;49.972;300;20;2.33E+02;1.96E+02;0.539;1.81;02:24.6;45.6
237.43;0.986;1.26E+02;49.974;300;20;2.34E+02;1.97E+02;0.54;1.81;02:24.7;45.7
237.44;0.992;1.27E+02;49.973;300;20;2.36E+02;1.98E+02;0.54;1.83;02:24.8;45.8
237.42;0.975;1.25E+02;49.974;300;20;2.31E+02;1.95E+02;0.54;1.82;02:24.9;45.9
237.42;0.978;1.25E+02;49.975;300;20;2.32E+02;1.96E+02;0.539;1.84;02:25.0;46
237.4;0.981;1.26E+02;49.975;300;20;2.33E+02;1.96E+02;0.54;1.82;02:25.1;46.1
237.41;0.987;1.26E+02;49.975;300;20;2.34E+02;1.97E+02;0.539;1.86;02:25.2;46.2
237.4;0.98;1.26E+02;49.976;300;20;2.33E+02;1.96E+02;0.539;1.83;02:25.3;46.3
237.45;0.985;1.26E+02;49.976;300;20;2.34E+02;1.97E+02;0.539;1.86;02:25.4;46.4
237.43;0.99;1.27E+02;49.977;300;20;2.35E+02;1.98E+02;0.54;1.84;02:25.5;46.5
237.44;0.981;1.26E+02;49.978;300;20;2.33E+02;1.96E+02;0.539;1.8;02:25.6;46.6
237.45;0.986;1.26E+02;49.976;300;20;2.34E+02;1.97E+02;0.54;1.82;02:25.7;46.7
237.47;0.921;1.18E+02;49.976;300;20;2.19E+02;1.84E+02;0.539;1.83;02:25.8;46.8
237.5;0.766;9.85E+01;49.975;300;20;1.82E+02;1.53E+02;0.542;1.81;02:25.9;46.9
237.49;0.756;9.72E+01;49.976;300;20;1.80E+02;1.51E+02;0.541;1.82;02:26.0;47
237.49;0.759;9.78E+01;49.975;300;20;1.80E+02;1.52E+02;0.542;1.83;02:26.1;47.1
237.54;0.745;9.60E+01;49.974;300;20;1.77E+02;1.49E+02;0.543;1.83;02:26.2;47.2
237.43;0.737;9.48E+01;49.974;300;20;1.75E+02;1.47E+02;0.541;1.83;02:26.3;47.3
237.5;0.737;9.51E+01;49.975;300;20;1.75E+02;1.47E+02;0.543;1.84;02:26.4;47.4
237.49;0.74;9.54E+01;49.974;300;20;1.76E+02;1.48E+02;0.543;1.85;02:26.5;47.5
237.47;0.744;9.59E+01;49.972;300;20;1.77E+02;1.48E+02;0.543;1.85;02:26.6;47.6
237.49;0.746;9.61E+01;49.972;300;20;1.77E+02;1.49E+02;0.542;1.86;02:26.7;47.7
237.48;0.737;9.50E+01;49.971;300;20;1.75E+02;1.47E+02;0.543;1.84;02:26.8;47.8
237.49;0.743;9.58E+01;49.971;300;20;1.76E+02;1.48E+02;0.543;1.85;02:26.9;47.9
237.46;0.798;1.03E+02;49.971;300;20;1.90E+02;1.60E+02;0.541;1.83;02:27.0;48
237.47;0.971;1.25E+02;49.971;300;20;2.31E+02;1.94E+02;0.54;1.9;02:27.1;48.1
237.47;0.969;1.24E+02;49.971;300;20;2.30E+02;1.94E+02;0.54;1.86;02:27.2;48.2
237.48;0.964;1.24E+02;49.97;300;20;2.29E+02;1.93E+02;0.54;1.88;02:27.3;48.3
237.47;0.962;1.23E+02;49.969;300;20;2.28E+02;1.92E+02;0.54;1.86;02:27.4;48.4
237.41;0.958;1.23E+02;49.969;300;20;2.27E+02;1.91E+02;0.541;1.86;02:27.5;48.5
237.43;0.983;1.26E+02;49.97;300;20;2.34E+02;1.96E+02;0.541;1.87;02:27.6;48.6
237.45;0.947;1.21E+02;49.969;300;20;2.25E+02;1.89E+02;0.54;1.88;02:27.7;48.7
237.44;0.975;1.25E+02;49.97;300;20;2.32E+02;1.95E+02;0.54;1.85;02:27.8;48.8
237.47;0.959;1.23E+02;49.97;300;20;2.28E+02;1.92E+02;0.54;1.86;02:27.9;48.9
237.46;0.968;1.24E+02;49.97;300;20;2.30E+02;1.94E+02;0.54;1.86;02:28.0;49
237.51;0.968;1.24E+02;49.971;300;20;2.30E+02;1.93E+02;0.54;1.87;02:28.1;49.1
237.46;0.958;1.23E+02;49.97;300;20;2.28E+02;1.92E+02;0.539;1.87;02:28.2;49.2
237.42;0.951;1.22E+02;49.97;300;20;2.26E+02;1.90E+02;0.539;1.86;02:28.3;49.3
237.51;0.978;1.26E+02;49.97;300;20;2.32E+02;1.95E+02;0.54;1.87;02:28.4;49.4
237.45;0.963;1.24E+02;49.969;300;20;2.29E+02;1.93E+02;0.54;1.86;02:28.5;49.5
237.36;0.95;1.22E+02;49.97;300;20;2.25E+02;1.90E+02;0.541;1.87;02:28.6;49.6
237.38;0.964;1.24E+02;49.971;300;20;2.29E+02;1.92E+02;0.541;1.86;02:28.7;49.7
237.35;0.961;1.23E+02;49.971;300;20;2.28E+02;1.92E+02;0.541;1.88;02:28.8;49.8
237.37;0.977;1.25E+02;49.972;300;20;2.32E+02;1.95E+02;0.541;1.84;02:28.9;49.9
237.36;0.959;1.23E+02;49.971;300;20;2.28E+02;1.91E+02;0.541;1.88;02:29.0;50
237.5;0.99;1.27E+02;49.971;300;20;2.35E+02;1.98E+02;0.54;1.85;02:29.1;50.1
237.44;0.957;1.22E+02;49.97;300;20;2.27E+02;1.92E+02;0.539;1.86;02:29.2;50.2
237.46;0.975;1.25E+02;49.97;300;20;2.32E+02;1.95E+02;0.539;1.86;02:29.3;50.3
237.45;0.963;1.23E+02;49.972;300;20;2.29E+02;1.93E+02;0.539;1.87;02:29.4;50.4
237.49;0.979;1.25E+02;49.973;300;20;2.33E+02;1.96E+02;0.539;1.86;02:29.5;50.5
237.48;0.964;1.23E+02;49.971;300;20;2.29E+02;1.93E+02;0.539;1.86;02:29.6;50.6
237.49;0.963;1.23E+02;49.971;300;20;2.29E+02;1.93E+02;0.539;1.84;02:29.7;50.7
237.5;0.981;1.26E+02;49.971;300;20;2.33E+02;1.96E+02;0.54;1.84;02:29.8;50.8
237.51;0.971;1.25E+02;49.971;300;20;2.31E+02;1.94E+02;0.54;1.86;02:29.9;50.9
237.5;0.966;1.24E+02;49.972;300;20;2.30E+02;1.93E+02;0.541;1.86;02:30.0;51
237.46;0.966;1.24E+02;49.972;300;20;2.29E+02;1.93E+02;0.54;1.85;02:30.1;51.1
237.46;0.968;1.24E+02;49.973;300;20;2.30E+02;1.94E+02;0.54;1.85;02:30.2;51.2
237.41;0.959;1.23E+02;49.974;300;20;2.28E+02;1.92E+02;0.539;1.87;02:30.3;51.3
237.47;0.978;1.26E+02;49.974;300;20;2.32E+02;1.95E+02;0.541;1.87;02:30.4;51.4
237.47;0.959;1.23E+02;49.974;300;20;2.28E+02;1.91E+02;0.541;1.86;02:30.5;51.5
237.45;0.968;1.24E+02;49.974;300;20;2.30E+02;1.93E+02;0.541;1.88;02:30.6;51.6
237.46;0.962;1.24E+02;49.975;300;20;2.29E+02;1.92E+02;0.541;1.85;02:30.7;51.7
237.48;0.97;1.25E+02;49.975;300;20;2.30E+02;1.94E+02;0.54;1.88;02:30.8;51.8
237.47;0.969;1.25E+02;49.975;300;20;2.30E+02;1.94E+02;0.541;1.85;02:30.9;51.9
237.48;0.972;1.25E+02;49.975;300;20;2.31E+02;1.94E+02;0.541;1.86;02:31.0;52
237.45;0.967;1.24E+02;49.975;300;20;2.30E+02;1.93E+02;0.54;1.87;02:31.1;52.1
237.49;0.979;1.26E+02;49.975;300;20;2.32E+02;1.96E+02;0.54;1.83;02:31.2;52.2
237.52;0.832;1.07E+02;49.975;300;20;1.98E+02;1.66E+02;0.541;1.85;02:31.3;52.3
237.51;0.816;1.05E+02;49.975;300;20;1.94E+02;1.63E+02;0.54;1.84;02:31.4;52.4
237.48;0.968;1.24E+02;49.975;300;20;2.30E+02;1.94E+02;0.54;1.85;02:31.5;52.5
237.45;0.961;1.23E+02;49.975;300;20;2.28E+02;1.92E+02;0.54;1.87;02:31.6;52.6
237.48;0.975;1.25E+02;49.975;300;20;2.32E+02;1.95E+02;0.539;1.85;02:31.7;52.7
237.46;0.982;1.26E+02;49.975;300;20;2.33E+02;1.96E+02;0.539;1.86;02:31.8;52.8
237.49;0.979;1.26E+02;49.975;300;20;2.33E+02;1.96E+02;0.54;1.86;02:31.9;52.9
237.48;0.973;1.25E+02;49.975;300;20;2.31E+02;1.95E+02;0.54;1.87;02:32.0;53
237.46;0.974;1.25E+02;49.975;300;20;2.31E+02;1.95E+02;0.54;1.88;02:32.1;53.1
237.5;0.987;1.27E+02;49.976;300;20;2.35E+02;1.97E+02;0.541;1.85;02:32.2;53.2
237.39;0.97;1.24E+02;49.975;300;20;2.30E+02;1.94E+02;0.54;1.88;02:32.3;53.3
237.51;0.986;1.27E+02;49.975;300;20;2.34E+02;1.97E+02;0.542;1.86;02:32.4;53.4
237.51;0.969;1.25E+02;49.977;300;20;2.30E+02;1.94E+02;0.541;1.86;02:32.5;53.5
237.46;0.976;1.25E+02;49.978;300;20;2.32E+02;1.95E+02;0.541;1.87;02:32.6;53.6
237.52;0.983;1.26E+02;49.978;300;20;2.33E+02;1.96E+02;0.54;1.86;02:32.7;53.7
237.49;0.976;1.25E+02;49.978;300;20;2.32E+02;1.95E+02;0.541;1.86;02:32.8;53.8
237.48;0.973;1.25E+02;49.977;300;20;2.31E+02;1.94E+02;0.541;1.88;02:32.9;53.9
237.49;0.982;1.26E+02;49.978;300;20;2.33E+02;1.96E+02;0.54;1.86;02:33.0;54
237.42;0.973;1.25E+02;49.98;300;20;2.31E+02;1.95E+02;0.54;1.89;02:33.1;54.1
237.44;0.984;1.26E+02;49.979;300;20;2.34E+02;1.97E+02;0.54;1.85;02:33.2;54.2
237.42;0.968;1.24E+02;49.98;300;20;2.30E+02;1.93E+02;0.54;1.88;02:33.3;54.3
237.42;0.982;1.26E+02;49.981;300;20;2.33E+02;1.96E+02;0.54;1.87;02:33.4;54.4
237.3;0.953;1.22E+02;49.98;300;20;2.26E+02;1.90E+02;0.54;1.87;02:33.5;54.5
237.41;0.999;1.28E+02;49.981;300;20;2.37E+02;2.00E+02;0.541;1.87;02:33.6;54.6
237.4;0.963;1.24E+02;49.98;300;20;2.29E+02;1.92E+02;0.54;1.88;02:33.7;54.7
237.33;0.98;1.26E+02;49.98;300;20;2.33E+02;1.96E+02;0.541;1.88;02:33.8;54.8
237.43;0.973;1.25E+02;49.981;300;20;2.31E+02;1.94E+02;0.541;1.87;02:33.9;54.9
237.43;0.972;1.25E+02;49.98;300;20;2.31E+02;1.94E+02;0.541;1.86;02:34.0;55
237.42;0.978;1.26E+02;49.979;300;20;2.32E+02;1.95E+02;0.541;1.85;02:34.1;55.1
237.41;0.966;1.24E+02;49.978;300;20;2.29E+02;1.93E+02;0.541;1.87;02:34.2;55.2
237.41;0.977;1.25E+02;49.978;300;20;2.32E+02;1.95E+02;0.54;1.86;02:34.3;55.3
